gx,gy,gz
0.13264927,0.008239038,-0.007246383
0.18274018,0.008239038,0.022075124
0.09355393,-0.030856306,-0.009689841
-0.015179988,-0.05284743,-0.04267654
-0.037171118,-0.03329976,-0.04389827
0.01169806,-0.001534797,-0.008468112
0.045906484,0.000908662,0.004970912
0.05445859,-0.008865174,-0.008468112
0.039797835,0.010682497,-0.009689841
0.01169806,0.02778671,0.004970912
0.009254601,0.032673627,0.011079559
0.052015133,0.040004004,0.014744747
0.1045495,0.04733438,0.018409936
0.1668577,0.050999567,0.036735877
0.19007055,0.069325514,0.040401064
0.11798853,0.061995134,0.006192641
0.039797835,0.032673627,-0.015798489
0.03124573,0.007017309,-0.017020218
0.08133664,0.000908662,0.0086361
0.1289841,-0.029634574,0.03062723
0.17296635,-0.09194277,0.06483565
0.18274018,-0.16891173,0.06239219
0.14486657,-0.29841506,0.0501749
0.05690205,-0.465792,0.084383324
-0.20332631,-0.7394594,0.07338776
-0.7298917,-1.1719517,-0.032902703
-1.239353,-1.7632687,-0.11109339
-1.4018428,-2.1982043,-0.2564792
-1.4360514,-2.1982043,-0.38231733
-1.3884039,-1.9709626,-0.30657008
-1.586324,-2.1817765,-0.17951024
-2.1959672,-1.8145813,-0.21371865
-2.2839317,-2.162996,-0.19172753
-1.8770957,-1.3833108,-0.1404149
-1.238131,-1.0986478,-0.09398918
-0.74821764,-0.86041063,-0.08788053
-0.48065892,-0.7394594,-0.041454807
-0.5502975,-0.60262567,-0.009689841
-0.46111125,-0.44746605,-0.010911571
-0.28396046,-0.32162791,-0.05733729
-0.0322842,-0.2422155,-0.08299361
0.1253189,-0.16402481,-0.117202036
0.21572688,-0.062621266,-0.15141046
0.42464262,-0.019860739,-0.1404149
0.4832856,-0.02108247,-0.11353685
0.27681336,-0.038186677,-0.103763014
0.10577123,-0.029634574,-0.0866588
0.091110475,-0.010086903,-0.09398918
0.18029672,-0.006421715,-0.07932842
0.2083965,-0.013752092,-0.047563456
0.17052288,-0.006421715,-0.023128865
0.15586214,0.031451896,-0.021907136
0.20473132,0.05344303,-0.03901135
0.23160934,0.04489092,-0.028015783
0.1546404,0.037560545,-0.015798489
0.059345506,0.063216865,-0.015798489
0.09477566,0.10231221,-0.020685406
0.28780892,0.16706386,-0.009689841
0.445412,0.26602393,-0.006024653
0.5480373,0.3723144,-0.0121333
0.63478005,0.49937427,-0.019463677
0.79849184,0.7131769,0.0086361
0.98175126,1.0173875,0.036735877
1.1650107,1.3081591,0.041622795
1.2468665,1.1884297,0.08193986
1.163789,0.91720575,0.1369177
0.97808605,0.79747623,0.0709443
0.7520661,0.8292412,0.05139663
0.50772023,0.8206891,0.08927024
0.43930337,0.83901507,0.14669153
0.5284896,0.843902,0.21510838
0.47351182,0.7913676,0.12714386
0.22916591,0.6484253,0.05139663
0.04957167,0.5054829,0.067279115
0.041019566,0.46883103,0.08804851
0.091110475,0.52747405,0.033070687
0.17663154,0.62276894,-0.052450374
0.2584874,0.7107335,8.40E-05
0.24260491,0.70584655,0.14058287
0.2584874,0.55923903,0.21266492
0.28780892,0.41629666,0.07583122
0.30246967,0.3429929,-0.019463677
0.22794417,0.29778892,0.028183771
0.047128215,0.20005056,0.078274675
-0.05794052,0.07421243,0.03184896
-0.024953824,0.002130391,-0.047563456
0.047128215,0.000908662,-0.058559023
0.05690205,0.019234603,-0.03656789
0.025137082,-0.019860739,-0.015798489
-0.004184423,-0.055290893,-0.018241948
-0.024953824,-0.04673879,-0.007246383
-0.035949387,-0.04185187,-0.01335503
0.026358813,-0.038186677,-0.03656789
