gx,gy,gz
0.014179695,-0.000626137,0.001382081
0.019066613,0.001817322,-0.001061378
0.00807105,0.005482511,0.000160352
-0.002924513,0.00792597,-0.001061378
0.000740673,0.001817322,-0.001061378
0.005627591,-0.006734784,-0.001061378
0.006849323,0.004260781,0.001382081
0.00440586,0.015256346,0.002603811
0.00807105,-0.004291325,-0.001061378
0.010514509,-0.011621702,0.000160352
-0.001702786,-0.004291325,0.002603811
-0.011476621,0.003039052,0.002603811
0.001962405,0.004260781,0.001382081
0.016623158,-0.004291325,0.001382081
0.006849323,-0.001847866,-0.002283107
0.005627591,-0.004291325,-0.001061378
-0.007811433,-0.001847866,0.000160352
0.000740673,-0.004291325,0.000160352
0.00807105,-0.012843431,-0.003504837
0.020288344,-0.006734784,-0.004726566
0.023953531,-0.003069595,-0.002283107
0.01173624,0.00792597,-0.002283107
0.010514509,0.001817322,0.000160352
0.015401427,-0.007956513,-0.001061378
0.020288344,-0.007956513,-0.004726566
0.021510076,-0.007956513,-0.005948295
0.015401427,0.003039052,-0.002283107
0.012957968,0.011591158,0.001382081
0.01173624,0.004260781,0.000160352
0.010514509,-0.005513054,-0.001061378
0.015401427,-0.01650862,-0.001061378
0.00440586,-0.012843431,0.000160352
0.001962405,-0.009178243,0.001382081
0.003184132,-0.004291325,0.002603811
0.00807105,-0.001847866,0.001382081
0.000740673,0.001817322,0.002603811
-0.010254892,0.001817322,-0.001061378
-0.007811433,-0.004291325,-0.002283107
0.005627591,0.003039052,-0.003504837
0.015401427,0.00670424,-0.003504837
0.009292778,0.012812887,-0.004726566
-0.004146244,0.014034617,-0.001061378
-0.01392008,-0.000626137,-0.001061378
-0.012698351,-0.020173807,0.001382081
-0.009033162,-0.020173807,-0.001061378
-0.01392008,0.003039052,-0.001061378
-0.029802563,0.003039052,-0.004726566
-0.023693915,-0.003069595,-0.003504837
-0.020028727,-0.01406516,0.002603811
-0.015141809,-0.02261727,0.00382554
-0.016363539,-0.028725915,0.00382554
-0.031024292,-0.027504187,0.00504727
-0.049350232,-0.01895208,0.008712458
-0.05790234,-0.025060724,0.007490729
-0.05423715,-0.039721478,0.006268999
-0.044463314,-0.029947642,0.020929752
-0.021250457,-0.029947642,0.028260129
-0.03591121,-0.08736893,0.041699156
-0.076228276,-0.13257292,0.057581637
-0.089667305,-0.13745984,0.10156389
-0.09699768,-0.15089886,0.15409826
-0.16663626,-0.16800308,0.20663261
-0.22772273,-0.2058767,0.24206278
-0.22527927,-0.18877247,0.22618029
0.14734821,-0.19732457,0.04902953
0.09237039,-0.08736893,0.11988984
0.081374824,0.07878628,0.06246855
0.16689588,0.061682064,0.045364343
0.24508658,0.21561997,0.18341976
0.27685153,0.79471976,0.2933754
0.36970297,1.3518283,0.2640539
0.20965642,1.560744,0.31170136
0.056940224,1.6841388,0.30803618
0.04716639,1.8221941,0.3349142
0.09603557,1.9663582,0.34468806
0.12902227,2.0286665,0.3336925
0.08381827,2.0103405,0.31781
0.015401427,1.9333715,0.31536654
0.034949098,1.7916509,0.31170136
0.13635264,1.6083915,0.28726676
