gx,gy,gz
-0.005581778,0.003741548,0.000878118
0.00052687,0.001298089,-0.000343612
0.002970329,-0.0023671,-0.000343612
-0.005581778,0.004963277,0.000878118
-0.00069486,0.002519818,0.000878118
0.007857246,-0.006032288,-0.001565341
0.00052687,0.003741548,0.000878118
-0.006803507,0.003741548,0.000878118
0.00052687,0.001298089,-0.000343612
-0.00069486,7.64E-05,-0.000343612
-0.008025236,0.006185006,0.002099847
0.002970329,-0.00114537,-0.000343612
0.013965895,-0.007254018,-0.001565341
0.00052687,7.64E-05,-0.001565341
-0.00069486,0.001298089,0.000878118
0.010300705,-0.004810559,0.000878118
0.00419206,7.64E-05,-0.000343612
0.00052687,0.002519818,0.002099847
0.002970329,-0.003588829,-0.000343612
0.009078978,-0.004810559,0.000878118
0.00419206,-0.00114537,0.003321576
0.010300705,-0.0023671,0.000878118
0.005413787,-0.003588829,0.000878118
-0.006803507,0.006185006,0.002099847
0.013965895,7.64E-05,0.006986765
0.07749583,-0.00114537,0.010651954
0.26564214,-0.013362665,0.026534436
0.5576355,-0.104992375,-0.030886848
0.2839681,-0.3334558,-0.36808416
0.32795036,-0.486172,-0.6918425
0.78243375,-0.79282606,-0.811572
1.0218927,-1.1666752,-1.1744256
0.94492376,-1.4684424,-1.5458313
0.5356444,-1.7628793,-1.8390464
0.11414771,-1.9827905,-2.1334832
-0.06788998,-2.2088106,-2.3228512
-0.14363721,-2.4275,-2.3350685
-0.113093965,-2.608316,-2.3094122
0.11659117,-2.8599923,-2.2800908
0.334059,-3.1287727,-2.0785053
0.20699915,-3.3963315,-1.8036163
-0.18151082,-3.6076906,-1.5812615
-0.55658174,-3.7628503,-1.3943368
-0.62011164,-3.7396374,-1.1939733
-0.57002074,-3.623573,-1.0620265
-0.7422846,-3.3926663,-0.9398536
-0.9328744,-3.0200388,-0.89709306
-0.96708286,-2.531347,-0.8616629
-0.83880126,-1.9033781,-0.8360066
-0.6445463,-1.194775,-0.9520709
-0.41486114,-0.40309438,-1.0180442
-0.13752855,0.3128391,-0.9642882
0.21555126,0.85895216,-0.86044115
0.5527486,1.3036617,-0.7236075
0.7079082,1.7508147,-0.42184028
0.4464581,2.1429899,-0.057764895
0.108039066,2.4093268,0.28065416
-0.2096106,2.5461605,0.5775344
-0.40386558,2.3775618,0.6483947
-0.29879686,1.9365176,0.62640357
0.53442264,1.4893646,0.41015747
1.0695401,0.8760564,0.30020183
0.74944705,0.28473932,0.2537761
0.20211223,-0.2222784,0.10350339
-0.014133884,-0.70608324,0.04119519
-0.13019818,-1.0884845,0.03875173
-0.25970152,-1.3755909,-0.100525424
-0.32689664,-1.5588504,-0.19337687
-0.3586616,-1.673693,-0.33265403
-0.3757658,-1.7421098,-0.3729711
-0.36599198,-1.687132,-0.34242785
-0.3220097,-1.5405245,-0.28989348
-0.2804709,-1.3218349,-0.24835469
-0.26581016,-1.104367,-0.23735912
-0.15096758,-1.0603848,-0.17138574
-0.21205406,-1.1740056,-0.17993784
-0.26947534,-1.2473093,-0.33754092
-0.2560363,-1.2375356,-0.43772274
-0.21205406,-1.0823759,-0.57211304
-0.061781332,-0.80259985,-0.7089467
0.111704245,-0.38232496,-0.6881773
0.1801211,0.2053269,-0.4316141
0.33161554,1.022664,0.057077672
0.5894005,2.0269256,0.65450335
0.61994374,2.8845797,0.83409756
0.14957787,3.4038146,0.5408825
-0.16074142,3.5455353,0.25621957
0.18867321,3.8020985,0.3026453
1.0499924,4.2455864,1.089439
1.3688638,4.9297547,1.7723858
1.007232,6.1441536,1.9263238
-0.13386337,7.7666106,2.2647429
-1.1662247,7.899779,1.8798981
-0.52359504,5.8436084,1.6098958
1.2625734,3.451462,1.5659136
2.7738528,1.7740276,1.2213858
3.242997,0.48876813,0.7229202
2.392673,-0.5509236,0.37594905
0.3670457,-0.9699768,0.20612866
-2.375737,-1.0933715,-0.06265181
-4.5797367,-1.3560433,-0.36319727
-5.2101493,-1.5820632,-0.721164
-4.0690536,-1.9974513,-1.1072304
-1.237085,-2.2674534,-0.95940125
1.8135734,-2.0866375,-0.29600215
1.2051522,-2.522795,-0.17871611
-0.75450194,-3.5673735,-0.37663627
-1.7086726,-4.0780563,-0.974062
-1.2871759,-3.7066507,-1.4383191
-0.46128687,-3.1251075,-1.3491329
-0.04467712,-2.5166862,-1.1377738
0.13369538,-2.0548725,-0.73949
0.068943724,-1.6541452,-0.6441951
-0.032459825,-1.4537816,-0.6075432
0.029848376,-1.3609302,-0.5317959
0.0640568,-1.2094358,-0.50613964
0.07016545,-0.9589812,-0.4939223
0.14957787,-0.76961315,-0.5122483
0.3169548,-0.6291143,-0.5513436
0.29862884,-0.48495024,-0.5611175
0.22410335,-0.395764,-0.5660044
0.2008905,-0.36644247,-0.5513436
0.20333396,-0.28580835,-0.5660044
0.18134283,-0.07811432,-0.5379046
0.15079959,0.13691005,-0.5159135
0.082382746,0.27496547,-0.51102656
0.002970329,0.33360848,-0.43405756
0.111704245,0.31650427,-0.32410192
0.35360667,0.30306524,-0.2569068
0.50632286,0.30306524,-0.21536799
0.5307575,0.28351757,-0.18604648
0.4134714,0.2554178,-0.1530598
0.27052906,0.20777036,-0.09686024
0.20699915,0.14790562,-0.0785343
0.2008905,0.13080141,-0.120073095
0.13613884,0.14301871,-0.18482476
-0.039790202,0.13813178,-0.13351212
-0.075220354,0.07582358,-0.051656246
-0.075220354,-0.050014548,-0.03210858
-0.14852412,-0.073227406,-0.00523053
-0.20716713,-0.06956222,-0.016226094
-0.16318487,-0.11476621,0.004543306
-0.11675915,-0.14530945,0.025312707
-0.120424345,-0.14042252,0.030199625
-0.15096758,-0.10865756,0.028977893
-0.16196315,-0.061010107,0.014317142
-0.114315696,-0.0439059,-0.013782635
-0.027572908,-0.032910332,-0.028443389
0.03351357,-0.010919206,-0.044325873
0.034735292,0.017180571,-0.07486911
0.043287404,0.05627591,-0.10541234
0.023739731,0.085597426,-0.10296889
0.026183186,0.11125374,-0.08952986
0.04084394,0.11491893,-0.076090835
0.054282963,0.1051451,-0.060208354
0.043287404,0.0929278,-0.034552038
0.051839508,0.08926261,-0.021113012
-0.004360048,0.08681915,-0.028443389
-0.037346743,0.078267045,-0.033330306
-0.02268599,0.06116283,-0.008895718
0.006635515,0.014737112,0.01798233
-0.08988111,-0.06345357,0.04241692
