gx,gy,gz
-0.007811433,0.026251912,-0.012056943
-0.006589703,0.018921535,-0.005948295
-0.004146244,0.014034617,-0.001061378
0.012957968,0.011591158,0.006268999
0.005627591,0.009147699,0.008712458
-0.016363539,0.014034617,0.011155916
0.00440586,0.014034617,0.011155916
0.017844886,0.015256346,0.012377646
0.009292778,0.015256346,0.00504727
-0.002924513,0.012812887,-0.001061378
-0.002924513,0.00670424,-0.007170025
0.006849323,0.012812887,0.001382081
0.000740673,0.016478077,0.00382554
-0.021250457,0.016478077,0.000160352
-0.018806998,0.014034617,-0.004726566
0.015401427,0.015256346,-0.008391755
0.019066613,0.017699804,-0.008391755
0.000740673,0.022586722,-0.023052508
-0.006589703,0.032360557,-0.021830779
0.01173624,0.03358229,-0.015722131
0.03128391,0.050686497,-0.012056943
0.04227948,0.061682064,-0.010835214
0.06304887,0.07634282,0.00382554
0.056940224,0.10077741,0.009934187
0.037392553,0.11543816,0.012377646
0.04960985,0.13254237,0.014821105
0.0764879,0.14964658,0.016042834
0.072822705,0.17652462,0.002603811
0.09603557,0.19485056,0.001382081
0.087483466,0.20951132,-0.005948295
0.050831582,0.20584613,-0.012056943
0.041057747,0.20218095,-0.007170025
0.04716639,0.19118538,-0.012056943
0.06304887,0.17652462,-0.026717696
0.0642706,0.14720312,-0.042600177
0.03617083,0.125212,-0.05848266
-0.001702786,0.061682064,-0.06947822
0.000740673,-0.000626137,-0.071921684
-0.000481058,-0.050717045,-0.08902589
-0.03591121,-0.13868156,-0.097578004
-0.032246023,-0.22786781,-0.12079086
-0.024915645,-0.30239332,-0.12201259
-0.017585268,-0.39402303,-0.10857356
-0.001702786,-0.48931792,-0.09879973
0.003184132,-0.6163778,-0.09024762
0.03128391,-0.72144645,-0.073143415
0.08992693,-0.7923068,-0.041378446
0.099700764,-0.86805403,0.011155916
0.056940224,-0.9462447,0.038033966
0.01173624,-1.0207703,0.045364343
-0.031024292,-1.1172869,0.045364343
-0.13242784,-1.2638944,-0.015722131
-0.23749657,-1.4605929,-0.12689951
-0.22894445,-1.7867947,-0.35536292
-0.1434234,-1.9236283,-0.4665403
-0.07989347,-1.9869765,-0.54473096
-0.16663626,-1.9908235,-0.6449128
-0.27414846,-2.0936305,-0.6778995
-0.30346996,-2.0714576,-0.6815646
-1.062164,-2.0775661,-0.32481968
-2.6296427,-2.0685618,0.2732024
-1.9638002,-1.0146616,0.2054109
-1.4396783,-0.750768,-0.24418554
-1.0426162,-0.633482,0.14432442
-0.85080475,0.060460333,0.13332886
-0.6895365,0.4990612,0.030703587
-0.30591342,0.4746266,-0.091469355
0.17422625,0.36344925,-0.13178644
0.49431935,0.35245368,-0.10124319
0.5957229,0.34267983,-0.06459131
0.4882107,0.22050689,-0.01816559
0.2707429,0.08122974,0.006268999
0.0972573,0.022586722,0.02459494
0.000740673,-0.032391105,0.02581667
-0.031024292,-0.065377794,0.02459494
-0.049350232,-0.027504187,0.03192532
-0.06767617,0.009147699,0.013599375
-0.07745001,0.03113883,-0.014500402
-0.06523272,0.055573415,-0.026717696
-0.010254892,0.06779072,-0.031604614
0.04227948,0.0714559,-0.03282634
0.07770963,0.07023417,-0.03649153
0.08259654,0.07023417,-0.02060905
0.074044436,0.05190823,-0.008391755
0.09359211,0.014034617,-0.009613484
0.12535708,0.011591158,-0.010835214
0.12902227,0.029917099,-0.012056943
0.07770963,0.022586722,-0.014500402
0.041057747,0.00670424,-0.024274237
0.03128391,0.028695371,-0.01938732
0.044722933,0.054351687,-0.012056943
0.06549233,0.04946477,-0.007170025
0.086261734,0.032360557,-0.008391755
