gx,gy,gz
0.016584978,-0.018639008,8.40E-05
0.003145956,-0.013752092,0.00985783
0.01169806,-0.010086903,0.004970912
0.01169806,-0.011308633,-0.002359465
0.019028436,-0.001534797,8.40E-05
0.028802272,0.016791144,0.012301289
0.014141519,0.029008439,0.020853395
0.027580544,0.021678062,0.023296854
0.016584978,0.009460768,0.011079559
-0.024953824,0.016791144,-0.006024653
-0.043279767,0.015569415,-0.001137736
-0.013958259,0.016791144,0.017188206
0.014141519,0.02656498,0.014744747
0.032467462,0.03389536,0.014744747
0.03124573,0.035117086,0.00985783
0.048349947,0.05466476,8.40E-05
0.06789762,0.036338814,0.001305723
0.0923322,0.030230168,8.40E-05
0.09355393,0.032673627,0.001305723
0.07400626,0.035117086,0.013523018
0.04346302,0.010682497,0.022075124
0.019028436,-0.006421715,0.013523018
0.022693627,-0.023525925,0.00985783
0.03613265,-0.018639008,-0.003581194
0.03735438,-0.01619555,-0.006024653
0.033689186,-0.030856306,-0.006024653
0.028802272,-0.039408408,-0.0121333
0.03857611,-0.01619555,-0.004802924
0.050793402,-0.001534797,0.004970912
0.06301069,0.003352121,0.014744747
0.08744529,0.011904227,0.017188206
0.053236857,0.002130391,0.001305723
0.000702493,-0.008865174,-0.023128865
0.010476328,-0.001534797,-0.019463677
0.045906484,0.008239038,-0.002359465
0.059345506,0.000908662,0.011079559
0.017806709,-0.010086903,0.0086361
-0.020066906,-0.019860739,-0.009689841
0.014141519,-0.019860739,0.006192641
0.07522799,-0.010086903,0.017188206
0.08011491,-0.04063014,0.014744747
0.07278453,-0.07850375,0.018409936
0.08133664,-0.117599085,0.04528798
0.1131016,-0.16158135,0.07705295
0.115545064,-0.23244166,0.10759618
-0.015179988,-0.37294057,0.07705295
-0.10558797,-0.53543055,0.066057384
-0.21187843,-0.71258134,0.12592213
-0.50631523,-0.99724436,0.14913498
-0.91437286,-1.3454372,0.1332525
-1.3053262,-1.5910048,0.06972257
-1.4702597,-1.842681,0.059948735
-1.333426,-1.951415,0.03184896
-1.1330624,-1.8725458,0.07460949
-1.5350115,-1.9974771,0.059948735
-2.1458762,-1.5653485,-0.029237512
-1.8648784,-1.3820891,0.026962042
-1.1391711,-1.3319982,0.14913498
-0.9534682,-1.386976,0.1418046
-1.0255502,-1.2770203,0.10759618
-0.97301584,-1.1682864,0.12836558
-0.8288518,-1.1475171,0.18456514
-0.8716123,-1.1120869,0.09537889
-0.8569516,-1.0131267,-0.048785187
-0.534415,-0.89339733,-0.11475857
-0.3145037,-0.76389396,-0.15996256
-0.24364339,-0.6527166,-0.20761001
-0.1813352,-0.55864346,-0.24181844
-0.14223985,-0.49144834,-0.23082288
-0.1275791,-0.3411756,-0.25525746
-0.007849611,-0.18968113,-0.28946587
0.27925682,-0.113933906,-0.24792708
0.38066036,-0.1053818,-0.1697364
0.13875791,-0.0931645,-0.12697586
-0.093370676,-0.03329976,-0.109871656
-0.07748819,0.04489092,-0.08910225
0.1460883,0.14140755,-0.061002478
0.37699518,0.26113704,-0.04267654
0.5639198,0.38575342,-0.01335503
0.71297073,0.5372479,0.004970912
0.7813876,0.8158022,-0.017020218
0.88156945,1.2263032,-0.04389827
1.1369109,1.4682057,-0.032902703
1.0465028,1.0662568,-0.03412443
0.7765007,0.6875206,-0.13797143
0.49672467,0.604443,-0.20638828
0.3745517,0.60566473,-0.11231512
0.3000262,0.5787867,-0.014576759
0.28780892,0.5995561,-0.045119997
0.31346524,0.78648067,-0.030459242
0.45640758,1.1920948,-0.14530182
0.7606182,1.3619152,-0.15018873
0.8595783,1.1762124,0.018409936
0.5517025,0.8158022,0.13569596
0.31835216,0.59466916,0.22243875
0.27925682,0.500596,0.2542037
0.17907499,0.5494652,0.1369177
0.08133664,0.54824346,0.110039644
0.022693627,0.48349178,0.122256935
0.04346302,0.4224053,0.10637446
0.08255836,0.37842304,0.10270926
0.025137082,0.3258887,0.105152726
-0.12635738,0.25258493,0.08682679
-0.13246602,0.20005056,0.085605055
-0.017623447,0.1768377,0.105152726
0.044684753,0.14018582,0.08071814
0.06667589,0.087651454,0.040401064
0.08011491,0.09742529,0.013523018
0.021471895,0.060773402,0.00985783
-0.029840741,0.022899792,-0.010911571
0.000702493,0.013125956,0.012301289
0.039797835,0.014347686,0.035514146
0.03857611,0.024121521,0.028183771
0.039797835,0.022899792,0.039179333
0.06301069,0.032673627,0.014744747
0.08133664,0.04733438,0.012301289
0.08011491,0.031451896,0.012301289
0.05445859,0.003352121,0.022075124
0.032467462,-0.005199986,0.00985783
0.034910917,-0.007643445,-0.014576759
0.034910917,0.009460768,-0.025572324
0.019028436,-0.000313068,-0.015798489
-0.01029307,-0.013752092,-0.010911571
-0.007849611,-0.010086903,-0.007246383
0.016584978,0.007017309,-0.008468112
0.032467462,0.016791144,-0.003581194
0.03735438,0.02534325,-0.004802924
0.04346302,0.043669194,0.007414371
0.010476328,0.035117086,0.011079559
0.004367683,0.018012874,0.007414371
0.016584978,0.024121521,-0.014576759
